tweet_id,created_at,date,month,year,hour,weekday,author,tweet_text_raw,likes,retweets,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_score,sentiment,sentiment_conf
t01416,2016-06-02 22:43:00,2016-06-02,2016-06,2016,22,Thursday,twitter,"Lighting up the world, #LoveIsLove https://t.co/0HuPPPPoDf https://t.co/RdH6I8KNB0",1881,997,0.002,0.0179,0.9802,0.9782,Positive,0.9802
t01417,2016-12-28 16:43:00,2016-12-28,2016-12,2016,16,Wednesday,cnnbrk,Secretary of State John Kerry warns two-state solution to Israeli-Palestinian conflict is 'in serious jeopardy.'… https://t.co/KkgRH6qm1c,672,459,0.4447,0.5428,0.0125,-0.4323,Neutral,0.5428
t01418,2015-12-25 04:07:00,2015-12-25,2015-12,2015,4,Friday,katyperry,Xmas treasure hunt is on! Clues all wk to make my Moschino dress from #KatyPerryPop yours! https://t.co/0PwrG313kr https://t.co/oUMsmHPAmz,21415,6073,0.003,0.2365,0.7605,0.7575,Positive,0.7605
t01419,2010-07-09 20:03:00,2010-07-09,2010-07,2010,20,Friday,selenagomez,Just landed I'm the US after being gone for 4 months! YAY! I've missed my home but had such an amazing time!,246,695,0.0058,0.0119,0.9824,0.9766,Positive,0.9824
t01420,2014-01-06 01:43:00,2014-01-06,2014-01,2014,1,Monday,rihanna,Hung. Over.,8219,4742,0.3494,0.5893,0.0613,-0.2881,Neutral,0.5893
t01421,2016-02-22 02:08:00,2016-02-22,2016-02,2016,2,Monday,jtimberlake,"What's really good, Cooper?!?! #hatgamestrong https://t.co/DW602dFotM",2917,528,0.0079,0.1406,0.8515,0.8435,Positive,0.8515
t01422,2016-01-18 02:23:00,2016-01-18,2016-01,2016,2,Monday,kimkardashian,this moment was like unreal!!! https://t.co/7mfCZxrn45,2240,412,0.0068,0.0312,0.9619,0.9551,Positive,0.9619
t01423,2015-07-01 18:59:00,2015-07-01,2015-07,2015,18,Wednesday,barackobama,"“We want to educate people, we want to listen to folks, we want to hear good ideas from all sources."" —President Obama #ACAWorks",1864,815,0.0079,0.1858,0.8063,0.7984,Positive,0.8063
t01424,2012-05-06 02:25:00,2012-05-06,2012-05,2012,2,Sunday,jtimberlake,"""@BradLeahking: @jtimberlake is it true you were in New Hampshire... No. But that's a funny enough rumor that I don't care if you spread it.",95,116,0.3371,0.5337,0.1292,-0.2079,Neutral,0.5337
t01425,2014-09-03 21:54:00,2014-09-03,2014-09,2014,21,Wednesday,britneyspears,@arianafrankie3 Cool! That's a good one. xo,402,248,0.0034,0.0131,0.9836,0.9802,Positive,0.9836
t01426,2012-11-29 20:10:00,2012-11-29,2012-11,2012,20,Thursday,britneyspears,"#ScreamingAndShouting! #1 on iTunes, this is amazing. Congrats @iamwill, so happy 2 share this moment w U! And thx 2 all our beautiful fans!",1090,2476,0.0033,0.0063,0.9904,0.9871,Positive,0.9904
t01427,2016-09-25 03:53:00,2016-09-25,2016-09,2016,3,Sunday,ladygaga,@haley_davies thank u girl! 😎,2351,693,0.0038,0.0126,0.9836,0.9798,Positive,0.9836
t01428,2015-10-15 11:30:00,2015-10-15,2015-10,2015,11,Thursday,cristiano,Want to join me when Real Madrid plays El Clasico? ✈⚽ ENTER: http://t.co/beGMnoVLvB and you can help a great cause. http://t.co/P4CNuR0lI3,11574,3480,0.0019,0.0834,0.9147,0.9129,Positive,0.9147
t01429,2015-11-16 20:47:00,2015-11-16,2015-11,2015,20,Monday,theellenshow,Upload a sweet moment to ellentube with #MySweetStory & you could win $10k from @MyMMscom! Sounds pretty sweet to me https://t.co/kcTzEcyLtX,1531,319,0.0019,0.021,0.9771,0.9751,Positive,0.9771
t01430,2014-10-01 22:12:00,2014-10-01,2014-10,2014,22,Wednesday,ladygaga,#CheekToCheek is also available @GooglePlay! DELUXE: http://t.co/bSDF5izsTg STANDARD: http://t.co/Wmjg50wjyi 🎺,2535,1825,0.002,0.2592,0.7389,0.7369,Positive,0.7389
t01431,2015-10-21 02:49:00,2015-10-21,2015-10,2015,2,Wednesday,instagram,.@InstagramMusic wants to see your best fan photos #MHPfanclub https://t.co/PSz8rNfIp1 https://t.co/IoHgSzoVDv,2229,563,0.0025,0.1495,0.848,0.8455,Positive,0.848
t01432,2015-06-22 18:52:00,2015-06-22,2015-06,2015,18,Monday,barackobama,Repealing #Obamacare would leave 19 million Americans without the security of health care: http://t.co/7Rv61ie5L4,1580,864,0.8217,0.1706,0.0078,-0.8139,Negative,0.8217
t01433,2016-04-03 15:00:00,2016-04-03,2016-04,2016,15,Sunday,youtube,He’s the Son of Fire and he’s funky as hell. https://t.co/uBZZhM0MTy https://t.co/UuwpxReJ8T,1596,237,0.0619,0.4497,0.4884,0.4265,Positive,0.4884
t01434,2016-09-30 22:29:00,2016-09-30,2016-09,2016,22,Friday,cnnbrk,"A psychiatric team responded to the El Cajon incident but didn't arrive until after the shooting, police chief says… https://t.co/PD60z0tkQQ",232,191,0.1641,0.8228,0.0131,-0.1509,Neutral,0.8228
t01435,2015-04-27 16:13:00,2015-04-27,2015-04,2015,16,Monday,ladygaga,"A self-portrait In a pant suit By SELF-PORTRAIT. This is my escape suit, when I gotta make a quick… https://t.co/o0h6vUQvY3",5685,3114,0.0157,0.8567,0.1276,0.1119,Neutral,0.8567
t01436,2016-10-29 06:32:00,2016-10-29,2016-10,2016,6,Saturday,britneyspears,Can’t wait to see you all at #PieceOfMe tomorrow night 😘 https://t.co/YyQy9OkSVr,3253,751,0.0012,0.0077,0.991,0.9898,Positive,0.991
t01437,2011-08-30 23:48:00,2011-08-30,2011-08,2011,23,Tuesday,selenagomez,"Dallas!!!!!!! Are you ready? I am so excited to perform in front of my hometown. Don’t forget to take a picture,... http://t.co/75xNMMi",827,2186,0.0013,0.0075,0.9912,0.9898,Positive,0.9912
t01438,2016-04-16 00:30:00,2016-04-16,2016-04,2016,0,Saturday,youtube,"Why you gotta do us like that, asparagus? https://t.co/vK7Xp0ynKN https://t.co/B3aisgsuIg",1317,185,0.9226,0.0713,0.0061,-0.9165,Negative,0.9226
t01439,2014-02-16 18:31:00,2014-02-16,2014-02,2014,18,Sunday,shakira,I'm heading to the UK to perform #CantRememberToForgetYou on @BBCTheVoiceUK on March 29th. Can't wait to be back in London! Shak,1805,1194,0.0011,0.0159,0.983,0.9818,Positive,0.983
t01440,2016-05-05 17:56:00,2016-05-05,2016-05,2016,17,Thursday,theellenshow,"In honor of @CameronDiaz being on my show today, happy #TBT. https://t.co/1U8VpdRhPw",7647,852,0.0016,0.0102,0.9882,0.9866,Positive,0.9882
t01441,2015-10-18 18:37:00,2015-10-18,2015-10,2015,18,Sunday,arianagrande,"ugh.. I love u my outspoken, feminist mama. #EveryonesInterests #MenReadCosmoAndVogue #WomenReadForbesAndRobbReport https://t.co/DD2HPDtAWy",23452,11910,0.0056,0.0259,0.9685,0.9629,Positive,0.9685
t01442,2013-07-28 01:34:00,2013-07-28,2013-07,2013,1,Sunday,britneyspears,@davidhanna happy birthday david!!!,154,159,0.0039,0.011,0.9851,0.9813,Positive,0.9851
t01443,2013-08-03 22:36:00,2013-08-03,2013-08,2013,22,Saturday,britneyspears,It's been lovely chatting with u all! Gotta get back to the grind now. We'll talk more soon. Xo,2215,2511,0.0025,0.0116,0.9858,0.9833,Positive,0.9858
t01444,2012-12-06 21:45:00,2012-12-06,2012-12,2012,21,Thursday,jtimberlake,"""@Snoopy_Dancing: @jtimberlake @BrockStephenso1 JT, my man! It should be, 'How are... I'm from Memphis. That's how we talk. Haha!",79,82,0.0205,0.4431,0.5364,0.5159,Positive,0.5364
t01445,2013-07-20 21:31:00,2013-07-20,2013-07,2013,21,Saturday,selenagomez,Ill be crashing on your couch when the silence gets too loud http://t.co/6j4n6cfe6J,6286,8722,0.603,0.3521,0.0449,-0.5581,Negative,0.603
t01446,2015-07-30 02:45:00,2015-07-30,2015-07,2015,2,Thursday,justinbieber,I got plans #WhatDoYouMean,74995,71483,0.0192,0.7281,0.2527,0.2334,Neutral,0.7281
t01447,2014-09-21 22:37:00,2014-09-21,2014-09,2014,22,Sunday,ladygaga,@AmyGrimesSuxx Anything Goes! 😍,1568,816,0.0024,0.0185,0.9791,0.9767,Positive,0.9791
t01448,2016-08-27 18:52:00,2016-08-27,2016-08,2016,18,Saturday,britneyspears,"If I’m Dancing: “If I’m dancing, I know the music’s good”… Are you dancing? #GloryStreamingParty",5097,2000,0.0094,0.3152,0.6754,0.666,Positive,0.6754
t01449,2016-05-04 02:23:00,2016-05-04,2016-05,2016,2,Wednesday,ddlovato,@PerezHilton relax.. I didn't shade anyone. If anything I shaded myself from how awkward I look 😂,10514,5347,0.2983,0.6087,0.093,-0.2052,Neutral,0.6087
t01450,2016-10-19 03:32:00,2016-10-19,2016-10,2016,3,Wednesday,ladygaga,Surprise B🔪tch. https://t.co/ChrfXXzeyU,26297,13575,0.0339,0.6148,0.3513,0.3174,Neutral,0.6148
t01451,2016-03-01 14:00:00,2016-03-01,2016-03,2016,14,Tuesday,instagram,Featured submissions from this weekend’s hashtag project: #WHPsightsandsounds https://t.co/T1DSKjwhX4 https://t.co/rcfJDmobvG,1169,216,0.0053,0.841,0.1537,0.1484,Neutral,0.841
t01452,2011-10-28 23:53:00,2011-10-28,2011-10,2011,23,Friday,jtimberlake,RT @OriginOfGeorgia @jtimberlake What is it that interested you about #intime,19,23,0.0122,0.8135,0.1743,0.1621,Neutral,0.8135
t01453,2016-10-16 07:30:00,2016-10-16,2016-10,2016,7,Sunday,katyperry,This was one of my favorite parts of the night. ❤️ https://t.co/m7k6AvrFNl,7579,1872,0.003,0.0078,0.9892,0.9863,Positive,0.9892
t01454,2011-06-01 15:37:00,2011-06-01,2011-06,2011,15,Wednesday,selenagomez,So excited to share with you the official tracklist for #WhenTheSunGoesDown http://bit.ly/jt1TGh,838,2856,0.001,0.011,0.988,0.987,Positive,0.988
t01455,2015-09-29 20:47:00,2015-09-29,2015-09,2015,20,Tuesday,ladygaga,"Excited to watch #ScreamQueens tonight at 9pm on FOX, when we show an exclusive preview scene from #AHSHotel! 💋",10736,6496,0.0009,0.0149,0.9842,0.9833,Positive,0.9842
t01456,2011-09-20 18:37:00,2011-09-20,2011-09,2011,18,Tuesday,selenagomez,Had so much fun at Jay Leno last night. What did you guys think? http://t.co/sfgYg8lC,587,1528,0.0017,0.0161,0.9822,0.9805,Positive,0.9822
t01457,2017-01-10 05:22:00,2017-01-10,2017-01,2017,5,Tuesday,katyperry,SISTERS ARE DOIN' IT FOR THEMSELVES! 🙌🏻💪🏻❤️ https://t.co/0shuUYUBEv,17620,4655,0.0031,0.0137,0.9832,0.98,Positive,0.9832
t01458,2013-07-23 20:49:00,2013-07-23,2013-07,2013,20,Tuesday,jtimberlake,"“@GatorMom1983: Are we really talking about facts?? Or rumors? Where do you get your info? Blogs? C'mon, love!!! Don't assume.",512,230,0.4585,0.4865,0.0549,-0.4036,Neutral,0.4865
t01459,2015-10-09 16:26:00,2015-10-09,2015-10,2015,16,Friday,selenagomez,Ahh I don't know. Maybe Body Heat https://t.co/b5dYBJrI9q,8863,5932,0.1039,0.8438,0.0523,-0.0515,Neutral,0.8438
t01460,2016-07-30 19:30:00,2016-07-30,2016-07,2016,19,Saturday,instagram,Lady longboard power in Russia ❤️ #BoomerangOfTheWeek https://t.co/yfxpfQBU81,711,138,0.0035,0.1273,0.8693,0.8658,Positive,0.8693
t01461,2013-08-06 21:04:00,2013-08-06,2013-08,2013,21,Tuesday,cristiano,"Thank you guys, your #support is #amazing. http://t.co/6qHVfedwEv",1500,2245,0.0048,0.0083,0.9869,0.9822,Positive,0.9869
t01462,2016-03-23 20:01:00,2016-03-23,2016-03,2016,20,Wednesday,jimmyfallon,"Hashtag game! Tweet out something funny, weird, or embarrassing that happened at a wedding and tag with #WeddingFail. Could be on our show!",3668,531,0.2801,0.5659,0.154,-0.1261,Neutral,0.5659
t01463,2012-06-21 03:36:00,2012-06-21,2012-06,2012,3,Thursday,jtimberlake,".@akelly728 Aaah!!! Finally... Somebody lets me know that they understood the fun of what I was doing..! Thank you, Alicia. Thank you.",65,50,0.006,0.029,0.9651,0.9591,Positive,0.9651
t01464,2016-11-17 20:50:00,2016-11-17,2016-11,2016,20,Thursday,theellenshow,"Taking time to meet Young Dylan is reason 98,660,706 why I love you, @Drake. https://t.co/cyiARYbP6Z",6503,1288,0.0025,0.0277,0.9698,0.9674,Positive,0.9698
t01465,2014-06-05 13:48:00,2014-06-05,2014-06,2014,13,Thursday,rihanna,Thank you @SuchAF__cKnLADY and @GnLstudios for collaborating on this with @HardRock and #TheClaraLionelFoundation http://t.co/KtTNYF3c6v,8117,3896,0.0018,0.0347,0.9635,0.9617,Positive,0.9635
t01466,2014-12-15 20:08:00,2014-12-15,2014-12,2014,20,Monday,barackobama,"""We're free and safe and secure over here because you're willing to serve over there."" —President Obama #JoiningForces",1104,540,0.0078,0.168,0.8242,0.8164,Positive,0.8242
t01467,2015-11-20 19:34:00,2015-11-20,2015-11,2015,19,Friday,barackobama,Record-breaking temperatures in October keeps 2015 on track to be the hottest year ever: https://t.co/CplyuXjhDU,1755,1203,0.0116,0.5728,0.4156,0.4041,Neutral,0.5728
t01468,2015-06-17 22:39:00,2015-06-17,2015-06,2015,22,Wednesday,theellenshow,Happy #YoureWelcomeWednesday! http://t.co/PT5ynaz1qX,3944,1147,0.003,0.0115,0.9856,0.9826,Positive,0.9856
t01469,2016-04-08 12:40:00,2016-04-08,2016-04,2016,12,Friday,jimmyfallon,We would LOVE to. https://t.co/nfov0MI0GT,1807,221,0.0038,0.0268,0.9695,0.9657,Positive,0.9695
t01470,2016-07-23 07:47:00,2016-07-23,2016-07,2016,7,Saturday,katyperry,@yourperrydise *saves photo*,2485,646,0.015,0.8541,0.1309,0.1159,Neutral,0.8541
t01471,2014-08-07 14:08:00,2014-08-07,2014-08,2014,14,Thursday,jimmyfallon,Megan Fox and @NickCannon face off against @wizkhalifa and me in a game of Pictionary https://t.co/S7t8DsPgmu #FallonTonight,973,279,0.0034,0.9127,0.084,0.0806,Neutral,0.9127
t01472,2016-12-03 05:04:00,2016-12-03,2016-12,2016,5,Saturday,arianagrande,"'tonight we say yes' @madonna raisingmalawi ♡ of all the reasons I live for / adore you, your… https://t.co/QZJJy7sXLi",21312,5986,0.0025,0.021,0.9765,0.974,Positive,0.9765
t01473,2015-07-23 04:25:00,2015-07-23,2015-07,2015,4,Thursday,theellenshow,"Ambrose Jones, you killed it tonight on #LastComic",1751,263,0.005,0.0281,0.9669,0.9618,Positive,0.9669
t01474,2014-11-15 18:21:00,2014-11-15,2014-11,2014,18,Saturday,ladygaga,Mommy can u please play with me while you sign Cheek To Cheek. Treats? Badgers? http://t.co/8Et1Sbtm6p,3794,2656,0.0179,0.5866,0.3955,0.3776,Neutral,0.5866
t01475,2015-10-04 23:27:00,2015-10-04,2015-10,2015,23,Sunday,kimkardashian,Let’s go East Coast! Only 30 more min until a brand new #KUWTK,1853,447,0.002,0.099,0.899,0.897,Positive,0.899
t01476,2015-01-08 15:20:00,2015-01-08,2015-01,2015,15,Thursday,barackobama,"If you don't have health insurance, #GetCovered today: http://t.co/sNkyTfr9y5",1042,681,0.0223,0.6027,0.3751,0.3528,Neutral,0.6027
t01477,2017-01-01 00:36:00,2017-01-01,2017-01,2017,0,Sunday,cnnbrk,"At least 35 people have been killed and 40 injured in a nightclub attack in Istanbul, the city's governor says. https://t.co/4pgwi1X8wq",874,1548,0.8403,0.1541,0.0055,-0.8348,Negative,0.8403
t01478,2015-10-13 19:52:00,2015-10-13,2015-10,2015,19,Tuesday,kimkardashian,Moms! http://t.co/N1DX5JS7rc,9169,1783,0.009,0.3313,0.6596,0.6506,Positive,0.6596
t01479,2014-08-26 19:51:00,2014-08-26,2014-08,2014,19,Tuesday,barackobama,"Watch: Immigration reform, raising the minimum wage, college affordability—it's time for economic #OpportunityForAll. http://t.co/sOOLCETseJ",964,573,0.01,0.4918,0.4981,0.4881,Positive,0.4981
t01480,2016-09-16 23:57:00,2016-09-16,2016-09,2016,23,Friday,cnnbrk,"US Air Force grounds F-35 Joint Strike Fighters, just over a month after they were declared ""combat ready."" https://t.co/QsMmm8pD56",460,360,0.0089,0.9043,0.0868,0.0779,Neutral,0.9043
t01481,2015-08-12 22:37:00,2015-08-12,2015-08,2015,22,Wednesday,ddlovato,#IVotedNJVMA… have you?!? http://t.co/SbZr7mgvuE #VMAs @MTV,10882,7594,0.0072,0.7909,0.2019,0.1948,Neutral,0.7909
t01482,2015-02-18 16:55:00,2015-02-18,2015-02,2015,16,Wednesday,jimmyfallon,Free scoops downstairs at 30 Rock!! @benandjerrys 50th and 6th. 12-1. #TheTonightDough new flavor!!! http://t.co/0SrXwQ5mvZ,1582,444,0.0022,0.2417,0.7562,0.754,Positive,0.7562
t01483,2010-09-17 21:06:00,2010-09-17,2010-09,2010,21,Friday,twitter,A ton of Q's came in but @ev can't type fast enough to get to all of them. Let's do this again soon when you all have access to #newtwitter,53,72,0.2822,0.5497,0.1682,-0.114,Neutral,0.5497
t01484,2016-09-10 19:00:00,2016-09-10,2016-09,2016,19,Saturday,youtube,Eruption selfie! Close-Up View of Mount Semeru Volcano → https://t.co/ErCU7BU3zV https://t.co/s5UhOK6UyJ,1852,361,0.0093,0.8609,0.1298,0.1205,Neutral,0.8609
t01485,2016-05-17 04:03:00,2016-05-17,2016-05,2016,4,Tuesday,jtimberlake,#OfficialVideo of #CantStopTheFeeling. Starts. Now! https://t.co/5z6E12JO5R,7202,3914,0.0089,0.8725,0.1187,0.1098,Neutral,0.8725
t01486,2016-05-04 23:31:00,2016-05-04,2016-05,2016,23,Wednesday,theellenshow,"My digital team won an Emmy! I’m not sure what it’s for exactly, but I think it has something to do with this tweet.",7378,582,0.0033,0.0745,0.9222,0.9188,Positive,0.9222
t01487,2013-03-09 08:40:00,2013-03-09,2013-03,2013,8,Saturday,rihanna,I got the BEST PHUCKIN TEAM!!! #period #clique Each of you play such a crucial part in this whole movement! Thank you all #1Love,1738,2679,0.0057,0.0094,0.9849,0.9793,Positive,0.9849
t01488,2013-01-11 19:14:00,2013-01-11,2013-01,2013,19,Friday,jtimberlake,"I love you guys. But, this teasing is just too much fun! Tick, tock, tick, tock... #YouNeverKnow #JT2013 http://t.co/qdCDVTSR",1776,3460,0.0054,0.0206,0.974,0.9686,Positive,0.974
t01489,2014-06-26 18:37:00,2014-06-26,2014-06,2014,18,Thursday,katyperry,Over 72 million served! Thanks for the award RIAA! #THISISHOWWEDO💁 http://t.co/q71EYFIZv7,7088,4542,0.0024,0.0187,0.9789,0.9766,Positive,0.9789
t01490,2016-05-17 07:11:00,2016-05-17,2016-05,2016,7,Tuesday,cristiano,Ready to play fast! Thanks @nikefootball ⚽🏃🏽💨💥 Get the new #Mercurial first 📲: https://t.co/GzCcnReVsP https://t.co/RSXxPTTowp,17677,4256,0.0017,0.1217,0.8766,0.8749,Positive,0.8766
t01491,2016-09-23 14:13:00,2016-09-23,2016-09,2016,14,Friday,youtube,@OliviaHas2Moms Now that is one patriotic painting. 🇺🇸 #voteIRL,9,2,0.0104,0.0639,0.9258,0.9154,Positive,0.9258
t01492,2016-08-01 03:20:00,2016-08-01,2016-08,2016,3,Monday,cnnbrk,"Britain's Metropolitan police commissioner: Risk of UK terror attack is a case of ""when, not if."" https://t.co/NlYNkZx8Cw",313,292,0.2513,0.7315,0.0172,-0.2341,Neutral,0.7315
t01493,2015-12-29 21:05:00,2015-12-29,2015-12,2015,21,Tuesday,youtube,Join @IISuperwomanII in her campaign to stop girl-on-girl hate. https://t.co/8pE4o9od40 #GirlLove https://t.co/j3xdVacJEm,4260,1360,0.0797,0.5287,0.3916,0.3119,Neutral,0.5287
t01494,2011-01-20 09:06:00,2011-01-20,2011-01,2011,9,Thursday,cristiano,Join me. @TwitChange See how to become a real part of our movement to help troops & their families w/ @tpolamalu - http://say.ly/AQJ6Q8,44,95,0.0044,0.3987,0.5969,0.5925,Positive,0.5969
t01495,2016-11-12 18:04:00,2016-11-12,2016-11,2016,18,Saturday,cristiano,🆕🔝 Love my new Collection 😉 https://t.co/E2zLOUFGP6 https://t.co/l1WsRrCjyC,20362,3938,0.0015,0.0094,0.9892,0.9877,Positive,0.9892
t01496,2016-10-07 13:59:00,2016-10-07,2016-10,2016,13,Friday,barackobama,"The economy added 156,000 jobs in September—extending the longest streak of total job growth on record.",7848,2155,0.0043,0.074,0.9217,0.9173,Positive,0.9217
t01497,2015-05-20 22:34:00,2015-05-20,2015-05,2015,22,Wednesday,taylorswift13,"So excited to be officially starting the 1989 World Tour US leg tonight in Bossier City, LA! @vancejoy is sound checking right now!!!",38770,14461,0.0012,0.0124,0.9864,0.9851,Positive,0.9864
t01498,2014-08-12 15:52:00,2014-08-12,2014-08,2014,15,Tuesday,jimmyfallon,"Tonight: @jessicaalba, @RobRiggle, & @KingsOfLeon! Plus @ace_Frehley sits in w/@TheRoots and #HouseOfCueCards premieres #FallonTonight",1058,288,0.0028,0.7284,0.2689,0.2661,Neutral,0.7284
t01499,2016-01-08 01:02:00,2016-01-08,2016-01,2016,1,Friday,selenagomez,Have you seen the Big Short yet tho..... Just saying https://t.co/S2wz8AGKNL,37891,14776,0.0533,0.8839,0.0628,0.0095,Neutral,0.8839
t01500,2012-12-22 04:46:00,2012-12-22,2012-12,2012,4,Saturday,britneyspears,Still dancing bitches!!! http://t.co/aYqlFSZ1,2108,3910,0.1427,0.4096,0.4477,0.305,Positive,0.4477
t01501,2015-10-21 18:37:00,2015-10-21,2015-10,2015,18,Wednesday,theellenshow,"Today is the day they go back to in ""Back to the Future""! And look! We finally have hoverboards. #BackToTheFuture https://t.co/8gn5nOPL1r",4417,1260,0.0012,0.0409,0.9579,0.9566,Positive,0.9579
t01502,2012-05-01 03:37:00,2012-05-01,2012-05,2012,3,Tuesday,taylorswift13,"Just bought @bobatl's new album, including ""Both of Us"", the song we did. Do it!!!!!!!! (too many exclamation points? Sorry I'm not sorry)",2270,4941,0.0093,0.098,0.8928,0.8835,Positive,0.8928
t01503,2013-03-18 20:28:00,2013-03-18,2013-03,2013,20,Monday,rihanna,#TORONTO it's me and you tonight!!!! #TdotLife #DiamondsWorldTour,2325,3922,0.0029,0.1903,0.8069,0.804,Positive,0.8069
t01504,2016-12-06 15:01:00,2016-12-06,2016-12,2016,15,Tuesday,instagram,We’re introducing 2 new ways to keep Instagram welcoming and safe https://t.co/VKMionSFZq https://t.co/RfaSiBumQx,1062,329,0.002,0.1275,0.8706,0.8686,Positive,0.8706
t01505,2016-08-21 14:21:00,2016-08-21,2016-08,2016,14,Sunday,kimkardashian,Beach selfies of course! 🐚📷🐚 https://t.co/MqneRUVK7t,38157,9043,0.0032,0.1612,0.8356,0.8323,Positive,0.8356
t01506,2015-09-25 14:58:00,2015-09-25,2015-09,2015,14,Friday,shakira,Shak's performing at the Opening Ceremony of the United Nations​'s General Assembly in NYC. Watch live now: http://t.co/WkwunUFq2B ShakHQ,1121,455,0.0031,0.8488,0.1481,0.145,Neutral,0.8488
t01507,2014-07-05 00:29:00,2014-07-05,2014-07,2014,0,Saturday,selenagomez,Just posted a photo http://t.co/3eUfK9CGCo,10278,6678,0.0081,0.7373,0.2546,0.2465,Neutral,0.7373
t01508,2014-01-20 15:19:00,2014-01-20,2014-01,2014,15,Monday,shakira,@BBCR1 so are you going to give me sir dossa's number for that duet then?,543,260,0.0107,0.9448,0.0445,0.0338,Neutral,0.9448
t01509,2016-03-06 21:01:00,2016-03-06,2016-03,2016,21,Sunday,shakira,"Did you check out Shak in the official video for her new song, #TryEverything from the #Zootopia movie? https://t.co/TVVArw03nB ShakHQ",1584,494,0.0035,0.6831,0.3134,0.3099,Neutral,0.6831
t01510,2015-02-11 00:16:00,2015-02-11,2015-02,2015,0,Wednesday,britneyspears,@ddarianlee it's the Valentine's gift that keeps on giving :) Plus how cute is that bear??,430,203,0.003,0.0102,0.9868,0.9838,Positive,0.9868
t01511,2015-02-07 19:00:00,2015-02-07,2015-02,2015,19,Saturday,barackobama,"Watch: In the weekly address, President Obama highlights the country's economic progress. http://t.co/r7fV6DJL2p",1288,580,0.0025,0.2771,0.7204,0.7179,Positive,0.7204
t01512,2016-02-17 15:04:00,2016-02-17,2016-02,2016,15,Wednesday,jimmyfallon,Donald Trump has a heart-to-heart with the cast of @fullerhouse https://t.co/3xmQgbYPLb #FallonTonightLA,2637,950,0.0205,0.9051,0.0745,0.054,Neutral,0.9051
t01513,2015-09-16 04:02:00,2015-09-16,2015-09,2015,4,Wednesday,ladygaga,Thanku my inspiring show collaborators Alex Werz James Scully Steven Galloway Stephan Gan Inez&Vinoodh Nicola Formichetti Samantha Garrett,4395,2083,0.0034,0.0531,0.9435,0.9401,Positive,0.9435
t01514,2016-12-04 17:01:00,2016-12-04,2016-12,2016,17,Sunday,justinbieber,Download @bestfiends FOREVER for free and help to #endAIDS with @RED and @AppStoreGames https://t.co/6AZuIN0MC9… https://t.co/QBS9hUNQEr,78883,37622,0.0043,0.1553,0.8404,0.836,Positive,0.8404
t01515,2016-03-10 23:08:00,2016-03-10,2016-03,2016,23,Thursday,rihanna,.@BritishVogue’s April Issue @manoloblahnik #RihannaxManolo #DenimDesserts https://t.co/D48uMgJDfL,20736,7626,0.0043,0.9224,0.0733,0.069,Neutral,0.9224
t01516,2014-07-10 16:56:00,2014-07-10,2014-07,2014,16,Thursday,katyperry,"#TBT to when I took my tour to DisneyWorld & we had the best time of our lives, proof's up:… http://t.co/MjCnzwh2nI",5465,2825,0.0017,0.0193,0.979,0.9774,Positive,0.979
t01517,2015-12-02 17:42:00,2015-12-02,2015-12,2015,17,Wednesday,kimkardashian,My lifestream is working again! I think I will go live today! But you guys have to update the app so it works on your phones!,3437,529,0.0022,0.0813,0.9165,0.9144,Positive,0.9165
t01518,2015-05-20 15:57:00,2015-05-20,2015-05,2015,15,Wednesday,barackobama,"""The best scientists in the world know that climate change is happening."" —President Obama #ActOnClimate",1919,982,0.009,0.146,0.845,0.8359,Positive,0.845
t01519,2015-07-07 03:12:00,2015-07-07,2015-07,2015,3,Tuesday,taylorswift13,I eat BAD BLOOD for breakfast w/ Quentin Johnston Taylor Swift (Vine by @caleb_natale) https://t.co/6mQbR69NFL,53629,24010,0.0414,0.8587,0.0999,0.0584,Neutral,0.8587
t01520,2015-07-21 06:47:00,2015-07-21,2015-07,2015,6,Tuesday,arianagrande,my babes,31470,18808,0.012,0.0543,0.9338,0.9218,Positive,0.9338
t01521,2016-10-28 21:30:00,2016-10-28,2016-10,2016,21,Friday,youtube,We got a fever and the only prescription is more #PPAP! Pen-Pineapple-Apple-Pen Long Version →… https://t.co/k9f6oVWCeL,1037,252,0.267,0.5534,0.1796,-0.0874,Neutral,0.5534
t01522,2016-08-15 18:45:00,2016-08-15,2016-08,2016,18,Monday,twitter,"More than a three-peat, @UsainBolt's 100m #gold is #Rio2016's most-Tweeted moment so far: https://t.co/fpPuiScarM https://t.co/nJ45hp5PlK",1568,500,0.002,0.0928,0.9051,0.9031,Positive,0.9051
t01523,2016-07-26 18:30:00,2016-07-26,2016-07,2016,18,Tuesday,instagram,Workout tips from social stars @mankofit and Chrysten Crockett 💪 https://t.co/0BE2Rqomke via @TODAYshow,838,166,0.0034,0.5377,0.4589,0.4556,Neutral,0.5377
t01524,2012-11-29 00:08:00,2012-11-29,2012-11,2012,0,Thursday,britneyspears,@katytoxic Followed :) So am I!! Can't wait 4 u all to see....,91,206,0.0017,0.0088,0.9895,0.9878,Positive,0.9895
t01525,2013-06-11 03:16:00,2013-06-11,2013-06,2013,3,Tuesday,shakira,"Incredible night!!! #TeamShakira give some love to my bad girl @SashaAllenMusic / Mi gente, voten por Sasha! http://t.co/sRNIUIvxiH ! Shak",268,396,0.0032,0.028,0.9689,0.9657,Positive,0.9689
