id,title,price_gbp,rating,availability,page
830,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,3,In stock,42
831,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,2,In stock,42
832,House of Leaves,54.89,1,In stock,42
833,Horrible Bear!,37.52,2,In stock,42
834,Holidays on Ice,51.07,2,In stock,42
835,Heir to the Sky,44.07,4,In stock,42
836,Green Eggs and Ham (Beginner Books B-16),10.79,4,In stock,42
837,"Grayson, Vol 3: Nemesis (Grayson #3)",42.72,1,In stock,42
838,Gratitude,26.66,5,In stock,42
839,Gone Girl,37.6,5,In stock,42
840,Golden (Heart of Dread #3),42.21,4,In stock,42
841,Girl in the Blue Coat,46.83,2,In stock,43
842,"Fruits Basket, Vol. 3 (Fruits Basket #3)",45.17,2,In stock,43
843,"Friday Night Lights: A Town, a Team, and a Dream",51.22,3,In stock,43
844,Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,4,In stock,43
845,Fifty Shades Freed (Fifty Shades #3),15.36,5,In stock,43
846,Fellside,38.62,1,In stock,43
847,Extreme Prey (Lucas Davenport #26),25.4,3,In stock,43
848,Eragon (The Inheritance Cycle #1),43.87,3,In stock,43
849,Eclipse (Twilight #3),18.74,1,In stock,43
850,Dune (Dune #1),54.86,1,In stock,43
851,Dracula,52.62,3,In stock,43
852,Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,1,In stock,43
853,Disrupted: My Misadventure in the Start-Up Bubble,15.28,5,In stock,43
854,Dead Wake: The Last Crossing of the Lusitania,39.24,5,In stock,43
855,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,1,In stock,43
856,Darkfever (Fever #1),56.02,1,In stock,43
857,Dark Places,23.9,5,In stock,43
858,Crazy Rich Asians (Crazy Rich Asians #1),49.13,5,In stock,43
859,Counting Thyme,10.62,1,In stock,43
860,Cosmos,36.17,2,In stock,43
861,Civilization and Its Discontents,59.95,2,In stock,44
862,Cinder (The Lunar Chronicles #1),26.09,1,In stock,44
863,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,2,In stock,44
864,Career of Evil (Cormoran Strike #3),24.72,2,In stock,44
865,Breaking Dawn (Twilight #4),35.28,5,In stock,44
866,Brave Enough,51.32,5,In stock,44
867,Boy Meets Boy,21.12,3,In stock,44
868,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,2,In stock,44
869,Blink: The Power of Thinking Without Thinking,21.74,5,In stock,44
870,Black Flags: The Rise of ISIS,40.87,1,In stock,44
871,"Black Butler, Vol. 1 (Black Butler #1)",49.31,1,In stock,44
872,Big Little Lies,22.11,1,In stock,44
873,Between Shades of Gray,20.79,5,In stock,44
874,Best of My Love (Fool's Gold #20),27.41,2,In stock,44
875,Beowulf,38.35,2,In stock,44
876,Beautiful Creatures (Caster Chronicles #1),21.55,5,In stock,44
877,Awkward,38.02,2,In stock,44
878,Ash,22.06,4,In stock,44
879,Are We There Yet?,10.66,3,In stock,44
880,Are We Smart Enough to Know How Smart Animals Are?,56.58,1,In stock,44
881,Annie on My Mind,36.83,5,In stock,45
882,And Then There Were None,35.01,2,In stock,45
883,A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,4,In stock,45
884,A Visit from the Goon Squad,14.08,5,In stock,45
885,A Storm of Swords (A Song of Ice and Fire #3),31.22,2,In stock,45
886,A Heartbreaking Work of Staggering Genius,54.29,5,In stock,45
887,8 Keys to Mental Health Through Exercise,31.04,1,In stock,45
888,#GIRLBOSS,50.96,1,In stock,45
889,"The Suffragettes (Little Black Classics, #96)",11.89,2,In stock,45
890,The Sense of an Ending,31.38,3,In stock,45
891,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",54.81,1,In stock,45
892,The Course of Love,16.78,3,In stock,45
893,Sugar Rush (Offensive Line #2),24.42,1,In stock,45
894,"Saga, Volume 2 (Saga (Collected Editions) #2)",11.75,3,In stock,45
895,"Run, Spot, Run: The Ethics of Keeping Pets",20.02,1,In stock,45
896,New Moon (Twilight #2),12.86,4,In stock,45
897,Life,31.58,5,In stock,45
898,Kindle Paperwhite User's Guide,34.0,3,In stock,45
899,H is for Hawk,57.42,5,In stock,45
900,Girl Online On Tour (Girl Online #2),53.47,1,In stock,45
901,"Fruits Basket, Vol. 2 (Fruits Basket #2)",11.64,5,In stock,46
902,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,4,In stock,46
903,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",18.51,4,In stock,46
904,While You Were Mine,41.32,5,In stock,46
905,Where Lightning Strikes (Bleeding Stars #3),39.77,3,In stock,46
906,When I'm Gone,51.96,3,In stock,46
907,Ways of Seeing,39.51,5,In stock,46
908,"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.4,1,In stock,46
909,Vampire Girl (Vampire Girl #1),53.82,2,In stock,46
910,Twenty Love Poems and a Song of Despair,30.95,4,In stock,46
911,Travels with Charley: In Search of America,57.82,5,In stock,46
912,Three Wishes (River of Time: California #1),44.18,2,In stock,46
913,This One Moment (Pushing Limits #1),48.71,1,In stock,46
914,The Zombie Room,19.69,5,In stock,46
915,"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",36.52,2,In stock,46
916,The Tumor,41.56,5,In stock,46
917,The Story of Hong Gildong,43.19,4,In stock,46
918,The Silent Wife,12.34,5,In stock,46
919,The Silent Twin (Detective Jennifer Knight #3),36.25,3,In stock,46
920,The Selfish Gene,29.45,1,In stock,46
921,The Secret Healer,34.56,3,In stock,47
922,"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",54.12,3,In stock,47
923,The Republic,33.78,3,In stock,47
924,The Odyssey,29.64,3,In stock,47
925,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.7,4,In stock,47
926,The Nicomachean Ethics,36.34,1,In stock,47
927,The Name of the Wind (The Kingkiller Chronicle #1),50.59,3,In stock,47
928,The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,1,In stock,47
929,The Little Prince,45.42,2,In stock,47
930,The Light of the Fireflies,54.43,1,In stock,47
931,The Last Girl (The Dominion Trilogy #1),36.26,2,In stock,47
932,The Iliad,16.16,1,In stock,47
933,The Hook Up (Game On #1),36.29,5,In stock,47
934,The Haters,27.89,5,In stock,47
935,The Girl You Lost,12.29,5,In stock,47
936,The Girl In The Ice (DCI Erika Foster #1),15.85,3,In stock,47
937,The End of the Jesus Era (An Investigation #1),14.4,1,In stock,47
938,The Edge of Reason (Bridget Jones #2),19.18,4,In stock,47
939,The Complete Maus (Maus #1-2),10.64,3,In stock,47
940,The Communist Manifesto,14.76,3,In stock,47
941,The Bhagavad Gita,57.49,3,In stock,48
942,The Bette Davis Club,30.66,3,In stock,48
943,The Art of Not Breathing,40.83,4,In stock,48
944,Taking Shots (Assassins #1),18.88,2,In stock,48
945,Starlark,25.83,3,In stock,48
946,"Skip Beat!, Vol. 01 (Skip Beat! #1)",42.12,3,In stock,48
947,Sister Sable (The Mad Queen #1),13.33,3,In stock,48
948,Shatter Me (Shatter Me #1),42.4,1,In stock,48
949,Shameless,58.35,3,In stock,48
950,Shadow Rites (Jane Yellowrock #10),21.72,4,In stock,48
951,Settling the Score (The Summer Games #1),44.91,2,In stock,48
952,Sense and Sensibility,37.46,1,In stock,48
953,"Saga, Volume 1 (Saga (Collected Editions) #1)",28.48,1,In stock,48
954,"Rhythm, Chord & Malykhin",28.34,2,In stock,48
955,"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",46.96,5,In stock,48
956,Paradise Lost (Paradise #1),24.96,1,In stock,48
957,"Paper Girls, Vol. 1 (Paper Girls #1-5)",21.71,4,In stock,48
958,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",29.87,3,In stock,48
959,Origins (Alphas 0.5),28.99,1,In stock,48
960,One Second (Seven #7),52.94,2,In stock,48
961,On the Road (Duluoz Legend),32.36,3,In stock,49
962,Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,2,In stock,49
963,Off Sides (Off #1),39.45,5,In stock,49
964,Of Mice and Men,47.11,2,In stock,49
965,Myriad (Prentor #1),58.75,4,In stock,49
966,My Perfect Mistake (Over the Top #1),38.92,2,In stock,49
967,"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",39.39,4,In stock,49
968,Meditations,25.89,2,In stock,49
969,Matilda,28.34,1,In stock,49
970,Lost Among the Living,27.7,4,In stock,49
971,Lord of the Flies,24.89,3,In stock,49
972,Listen to Me (Fusion #1),58.99,3,In stock,49
973,Kitchens of the Great Midwest,57.2,5,In stock,49
974,Jane Eyre,38.43,5,In stock,49
975,Imperfect Harmony,34.74,4,In stock,49
976,Icing (Aces Hockey #2),40.44,4,In stock,49
977,"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",45.24,3,In stock,49
978,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,4,In stock,49
979,"Giant Days, Vol. 1 (Giant Days #1-4)",56.76,4,In stock,49
980,"Fruits Basket, Vol. 1 (Fruits Basket #1)",40.28,5,In stock,49
981,Frankenstein,38.0,2,In stock,50
982,Forever Rockers (The Rocker #12),28.8,3,In stock,50
983,Fighting Fate (Fighting #6),39.24,3,In stock,50
984,Emma,32.93,2,In stock,50
985,"Eat, Pray, Love",51.32,3,In stock,50
986,Deep Under (Walker Security #1),47.09,5,In stock,50
987,Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,4,In stock,50
988,Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,3,In stock,50
989,Charity's Cross (Charles Towne Belles #4),41.24,1,In stock,50
990,Bright Lines,39.07,5,In stock,50
991,Bridget Jones's Diary (Bridget Jones #1),29.82,1,In stock,50
992,Bounty (Colorado Mountain #7),37.26,4,In stock,50
993,Blood Defense (Samantha Brinkman #1),20.3,3,In stock,50
994,"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",34.65,5,In stock,50
995,Beyond Good and Evil,43.38,1,In stock,50
996,Alice in Wonderland (Alice's Adventures in Wonderland #1),55.53,1,In stock,50
997,"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",57.06,4,In stock,50
998,A Spy's Devotion (The Regency Spies of London #1),16.97,5,In stock,50
999,1st to Die (Women's Murder Club #1),53.98,1,In stock,50
1000,"1,000 Places to See Before You Die",26.08,5,In stock,50
